IPCONGD,CUMFNS,UEMPMEAN,UEMP27OV,CLAIMSx,USGOOD,CES1021000001,MANEMP,DMANEMP,NDMANEMP,USTRADE,M1SL,M2SL,M2REAL,TOTRESNS,CONSPI,S&P 500,S&P div yield,CP3Mx,TB3MS,TB6MS,GS1,COMPAPFFx,TB3SMFFM,TB6SMFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,CES2000000008,FEDFUNDS,date,fedfunds_lag1,fedfunds_lag2,fedfunds_lag3,fedfunds_lag9,fedfunds_lag10
81.1423,79.3727,14.4,1235,422750,22419,643.5,16999,10141,6858,12836.2,878.0,3360.1,2449.1,51.6,0.10416828,386.88,3.167209471,5.35,4.99,5.04,5.33,0.14,-0.22,-0.17,1.66,2.32,3.34,4.28,13.65,5.21,1991-10-01,5.45,5.66,5.82,6.91,7.31
81.2636,79.0864,14.8,1376,445400,22316,636.5,16961,10101,6860,12822.0,887.6,3365.5,2442.3,53.1,0.10343784,385.92,3.168195481,4.98,4.56,4.61,4.89,0.17,-0.25,-0.2,1.81,2.61,3.67,4.64,13.66,4.81,1991-11-01,5.21,5.45,5.66,6.25,6.91
80.2263,78.7498,15.4,1504,456750,22273,632.1,16916,10059,6857,12823.7,897.0,3372.2,2440.1,55.5,0.102094481,388.51,3.140202311,4.61,4.07,4.1,4.38,0.18,-0.36,-0.33,1.76,2.66,3.88,4.83,13.73,4.43,1991-12-01,4.81,5.21,5.45,6.12,6.25
79.4671,78.1497,16.1,1623,439000,22213,628.4,16839,9991,6848,12812.7,910.4,3381.2,2444.8,55.8,0.10135166,416.08,2.941741973,4.07,3.8,3.87,4.15,0.04,-0.23,-0.16,2.21,3.0,4.17,5.1,13.74,4.03,1992-01-01,4.43,4.81,5.21,5.91,6.12
80.2867,78.6694,16.7,1704,442200,22142,624.3,16829,9990,6839,12819.9,925.2,3400.0,2453.1,55.2,0.100535196,412.56,2.976536746,4.11,3.84,3.93,4.29,0.05,-0.22,-0.13,2.52,3.28,4.23,5.17,13.67,4.06,1992-02-01,4.03,4.43,4.81,5.78,5.91
81.0021,79.295,17.1,1771,429500,22127,622.7,16805,9969,6836,12817.7,936.7,3403.9,2447.1,56.3,0.100057555,407.36,3.024351925,4.3,4.04,4.18,4.63,0.32,0.06,0.2,2.97,3.56,4.37,5.27,13.76,3.98,1992-03-01,4.06,4.03,4.43,5.9,5.78
81.7607,79.5295,17.4,1750,418250,22132,618.4,16831,9977,6854,12834.7,943.8,3399.7,2438.8,50.4,0.098896648,407.41,3.023980756,4.04,3.75,3.87,4.3,0.31,0.02,0.14,3.05,3.75,4.6,5.48,13.77,3.73,1992-04-01,3.98,4.06,4.03,5.82,5.9
82.2969,79.7916,17.8,1984,417400,22135,615.7,16835,9979,6856,12837.0,950.6,3398.6,2432.8,48.8,0.098085472,414.81,2.970034474,3.88,3.63,3.75,4.19,0.06,-0.19,-0.07,2.87,3.57,4.46,5.31,13.77,3.82,1992-05-01,3.73,3.98,4.06,5.66,5.82
81.8938,79.8426,18.2,2150,418750,22098,609.2,16826,9966,6860,12843.3,954.3,3393.4,2422.1,49.5,0.097081246,408.27,3.017610895,3.92,3.66,3.77,4.17,0.16,-0.1,0.01,2.72,3.5,4.46,5.29,13.88,3.76,1992-06-01,3.82,3.73,3.98,5.45,5.66
82.9831,80.3514,18.1,2124,442750,22074,606.4,16819,9946,6873,12825.0,963.3,3393.9,2415.6,49.8,0.096972754,415.05,2.973930852,3.44,3.21,3.28,3.6,0.19,-0.04,0.03,2.59,3.59,4.82,5.59,13.78,3.25,1992-07-01,3.76,3.82,3.73,5.21,5.45
82.9903,79.7392,18.0,2073,407200,22044,602.2,16783,9931,6852,12811.3,973.7,3398.8,2413.9,50.2,0.096566083,417.93,2.959036202,3.38,3.13,3.21,3.47,0.08,-0.17,-0.09,2.3,3.29,4.65,5.35,13.84,3.3,1992-08-01,3.25,3.76,3.82,4.81,5.21
82.6428,79.6562,18.1,2111,417000,22020,597.0,16761,9913,6848,12809.2,988.0,3410.3,2416.9,51.5,0.096651619,418.48,2.960714968,3.24,2.91,2.96,3.18,0.02,-0.31,-0.26,2.16,3.2,4.7,5.4,13.75,3.22,1992-09-01,3.3,3.25,3.76,4.43,4.81
83.7495,79.9183,18.9,2194,377800,22028,598.7,16751,9898,6853,12827.7,1003.7,3423.8,2416.2,53.1,0.096300823,412.5,3.002836364,3.33,2.86,3.04,3.3,0.23,-0.24,-0.06,2.5,3.49,4.89,5.74,13.85,3.1,1992-10-01,3.22,3.3,3.25,4.03,4.43
83.8827,80.019,17.9,1992,362250,22042,598.2,16758,9904,6854,12833.9,1015.7,3426.5,2411.3,54.7,0.096433082,422.84,2.928601835,3.66,3.13,3.34,3.68,0.57,0.04,0.25,2.95,3.78,5.01,5.87,13.88,3.09,1992-11-01,3.1,3.22,3.3,4.06,4.03
83.9164,79.8,19.0,2056,339000,22076,597.6,16769,9907,6862,12842.2,1024.9,3424.7,2406.7,56.6,0.092951843,435.64,2.841795978,3.67,3.22,3.36,3.71,0.75,0.3,0.44,3.16,3.85,5.06,5.89,13.9,2.92,1992-12-01,3.09,3.1,3.22,3.98,4.06
84.3786,80.3854,18.3,1966,345600,22133,598.6,16791,9922,6869,12881.9,1030.4,3419.1,2394.3,56.0,0.09546821,435.23,2.852124164,3.25,3.0,3.14,3.5,0.23,-0.02,0.12,2.81,3.58,4.89,5.65,13.9,3.02,1993-01-01,2.92,3.09,3.1,3.73,3.98
84.4878,80.4627,18.2,1907,338250,22189,589.0,16805,9927,6878,12932.2,1033.5,3414.5,2386.1,53.9,0.095281552,441.7,2.817908082,3.18,2.93,3.07,3.39,0.15,-0.1,0.04,2.4,3.23,4.68,5.36,13.91,3.03,1993-02-01,3.02,2.92,3.09,3.82,3.73
84.5282,80.1653,17.6,1806,351000,22142,591.4,16795,9915,6880,12919.9,1038.4,3411.7,2380.8,54.3,0.095016332,450.16,2.77234761,3.17,2.95,3.05,3.33,0.1,-0.12,-0.02,2.12,2.91,4.51,5.08,13.99,3.07,1993-03-01,3.03,3.02,2.92,3.76,3.82
84.5873,80.4026,17.6,1633,354750,22131,589.5,16772,9896,6876,12939.9,1047.6,3411.3,2372.3,56.5,0.094770502,443.08,2.819648822,3.14,2.87,2.97,3.24,0.18,-0.09,0.01,2.17,3.01,4.5,5.18,13.99,2.96,1993-04-01,3.07,3.03,3.02,3.25,3.76
83.9902,80.1821,17.5,1776,343600,22189,590.5,16766,9885,6881,12962.2,1065.9,3436.9,2383.4,56.1,0.094235162,445.25,2.808916339,3.14,2.96,3.07,3.36,0.14,-0.04,0.07,2.2,3.04,4.43,5.21,14.02,3.0,1993-05-01,2.96,3.07,3.03,3.3,3.25
84.1584,79.9638,17.8,1786,342750,22166,582.7,16742,9867,6875,12993.6,1075.1,3442.4,2385.6,57.2,0.09477366,448.06,2.794268625,3.25,3.07,3.2,3.54,0.21,0.03,0.16,2.18,2.92,4.29,5.03,14.02,3.04,1993-06-01,3.0,2.96,3.07,3.22,3.3
84.8553,80.001,17.7,1770,350800,22183,580.0,16739,9865,6874,13027.9,1084.6,3442.0,2382.0,57.7,0.094571955,447.29,2.799078897,3.2,3.04,3.16,3.47,0.14,-0.02,0.1,2.03,2.75,4.11,4.87,14.05,3.06,1993-07-01,3.04,3.0,2.96,3.1,3.22
84.7337,79.6891,18.0,1770,341000,22203,574.0,16741,9872,6869,13051.5,1094.2,3445.7,2379.6,57.8,0.09467993,454.13,2.756919825,3.18,3.02,3.14,3.44,0.15,-0.01,0.11,2.0,2.65,3.82,4.57,14.06,3.03,1993-08-01,3.06,3.04,3.0,3.09,3.1
84.9935,80.0944,18.1,1756,339000,22252,577.7,16769,9896,6873,13083.6,1104.2,3452.2,2380.8,59.1,0.095356029,459.24,2.726243359,3.16,2.95,3.06,3.36,0.07,-0.14,-0.03,1.64,2.27,3.57,4.25,14.03,3.09,1993-09-01,3.03,3.06,3.04,2.92,3.09
85.4261,80.6062,18.1,1809,349800,22306,577.7,16778,9911,6867,13114.8,1113.1,3456.7,2374.1,60.0,0.096304976,463.9,2.703168786,3.26,3.02,3.12,3.39,0.27,0.03,0.13,1.72,2.34,3.68,4.32,14.08,2.99,1993-10-01,3.09,3.03,3.06,3.02,2.92
85.5481,80.8198,18.6,1800,341000,22347,576.8,16800,9929,6871,13127.3,1124.1,3470.1,2376.8,61.3,0.096578992,462.89,2.71338763,3.4,3.1,3.26,3.58,0.38,0.08,0.24,2.04,2.7,3.91,4.64,14.11,3.02,1993-11-01,2.99,3.09,3.03,3.03,3.02
85.7935,81.1289,18.3,1782,323000,22413,590.2,16815,9950,6865,13174.2,1129.6,3474.5,2374.9,62.8,0.094292742,465.95,2.6998605,3.36,3.06,3.23,3.61,0.4,0.1,0.27,2.19,2.81,3.97,4.73,14.13,2.96,1993-12-01,3.02,2.99,3.09,3.07,3.03
86.339,81.0033,18.6,1733,359200,22465,587.2,16855,9987,6868,13179.5,1131.6,3474.9,2375.2,62.0,0.096816084,472.99,2.668830208,3.19,2.98,3.15,3.54,0.14,-0.07,0.1,2.04,2.7,3.87,4.6,14.16,3.05,1994-01-01,2.96,3.02,2.99,2.96,3.07
86.5262,80.9138,19.0,1759,348500,22451,583.7,16862,9998,6864,13249.5,1136.3,3475.7,2369.3,59.6,0.097436899,471.58,2.686012978,3.49,3.25,3.43,3.87,0.24,0.0,0.18,2.15,2.72,3.83,4.51,14.26,3.25,1994-02-01,3.05,2.96,3.02,3.0,2.96
87.2582,81.7386,19.0,1780,335750,22550,580.2,16897,10026,6871,13317.2,1140.1,3480.1,2365.8,59.6,0.098047104,463.81,2.740346262,3.85,3.5,3.78,4.32,0.51,0.16,0.44,2.6,3.14,4.14,4.79,14.2,3.34,1994-03-01,3.25,3.05,2.96,3.04,3.0
87.532,82.2123,19.0,1746,344000,22641,577.9,16933,10058,6875,13360.3,1141.1,3481.3,2365.0,61.6,0.097780119,447.23,2.851619972,4.05,3.68,4.09,4.82,0.49,0.12,0.53,2.96,3.41,4.32,4.96,14.25,3.56,1994-04-01,3.34,3.25,3.05,3.06,3.04
88.0117,82.4317,19.5,1696,359000,22704,575.2,16962,10081,6881,13394.5,1143.3,3490.8,2366.6,59.2,0.098757604,450.9,2.838035041,4.57,4.14,4.6,5.31,0.56,0.13,0.59,2.77,3.17,3.98,4.61,14.3,4.01,1994-05-01,3.56,3.34,3.25,3.03,3.06
88.6604,82.4141,18.8,1580,340000,22764,575.0,17010,10121,6889,13444.6,1145.2,3479.5,2352.6,59.9,0.099596657,454.83,2.823032781,4.57,4.14,4.55,5.27,0.32,-0.11,0.3,2.45,2.85,3.72,4.4,14.31,4.25,1994-06-01,4.01,3.56,3.34,3.09,3.03
88.2315,82.4369,19.0,1562,342200,22807,573.6,17026,10130,6896,13504.3,1150.7,3488.2,2350.5,60.1,0.099419693,451.4,2.851129818,4.75,4.33,4.75,5.48,0.49,0.07,0.49,2.65,3.04,3.85,4.54,14.38,4.26,1994-07-01,4.25,4.01,3.56,2.99,3.09
89.3589,82.8706,18.8,1569,336250,22876,573.8,17081,10178,6903,13557.8,1150.6,3485.7,2339.4,59.3,0.100043974,464.24,2.778735137,4.84,4.48,4.88,5.56,0.37,0.01,0.41,2.41,2.77,3.6,4.27,14.39,4.47,1994-08-01,4.26,4.25,4.01,3.02,2.99
88.8447,82.9067,18.7,1543,330250,22948,576.3,17115,10209,6906,13619.0,1151.9,3486.1,2335.0,60.0,0.101189984,466.96,2.768973788,5.02,4.62,5.04,5.76,0.29,-0.11,0.31,2.35,2.73,3.61,4.25,14.46,4.73,1994-09-01,4.47,4.26,4.25,2.96,3.02
89.7424,83.3896,19.3,1591,333400,22974,572.9,17144,10236,6908,13657.8,1150.2,3484.3,2332.2,59.5,0.101510178,463.81,2.805739419,5.51,4.95,5.39,6.11,0.75,0.19,0.63,2.64,2.98,3.81,4.44,14.55,4.76,1994-10-01,4.73,4.47,4.26,3.05,2.96
89.8211,83.7715,18.0,1470,328000,23050,572.1,17186,10274,6912,13732.3,1150.9,3487.2,2327.9,60.0,0.101858872,461.01,2.840871131,5.81,5.29,5.72,6.54,0.52,0.0,0.43,2.43,2.67,3.39,4.03,14.51,5.29,1994-11-01,4.76,4.73,4.47,3.25,3.05
90.5381,84.3725,17.8,1367,323200,23095,570.0,17217,10297,6920,13765.6,1150.7,3486.4,2322.7,61.4,0.103425319,455.19,2.895494189,6.26,5.6,6.21,7.14,0.81,0.15,0.76,2.33,2.36,3.01,3.65,14.5,5.45,1994-12-01,5.29,4.76,4.73,3.34,3.25
90.3427,84.2052,17.1,1340,333500,23147,568.2,17262,10326,6936,13806.3,1151.4,3492.4,2320.5,60.5,0.103827192,465.25,2.832885545,6.22,5.71,6.21,7.05,0.69,0.18,0.68,2.23,2.25,2.93,3.55,14.44,5.53,1995-01-01,5.45,5.29,4.76,3.56,3.34
90.556,83.7005,17.0,1226,337750,23103,563.4,17265,10348,6917,13835.2,1147.4,3489.9,2312.7,57.7,0.10374609,481.92,2.734893758,6.15,5.77,6.03,6.7,0.23,-0.15,0.11,1.45,1.55,2.34,2.93,14.59,5.92,1995-02-01,5.53,5.45,5.29,4.01,3.56
90.5062,83.6099,17.3,1338,340250,23151,564.0,17263,10363,6900,13810.1,1146.7,3491.1,2308.9,57.6,0.104522712,493.15,2.672614823,6.15,5.73,5.89,6.43,0.17,-0.25,-0.09,1.07,1.22,2.14,2.72,14.62,5.98,1995-03-01,5.92,5.53,5.45,4.25,4.01
90.0583,83.0097,17.6,1413,350200,23174,562.1,17278,10379,6899,13860.6,1149.3,3499.2,2305.1,58.9,0.105071031,507.91,2.607410762,6.12,5.65,5.77,6.27,0.07,-0.4,-0.28,0.81,1.01,1.98,2.55,14.67,6.05,1995-04-01,5.98,5.92,5.53,4.26,4.25
90.3873,83.0044,17.0,1316,370250,23120,560.2,17259,10373,6886,13860.9,1145.3,3524.2,2317.0,56.7,0.105686944,523.81,2.540367691,6.06,5.67,5.67,6.0,0.05,-0.34,-0.34,0.4,0.62,1.64,2.19,14.69,6.01,1995-05-01,6.05,5.98,5.92,4.47,4.26
90.7667,83.0575,15.9,1235,366250,23136,557.6,17247,10363,6884,13890.5,1144.2,3548.9,2328.7,57.0,0.105831841,539.35,2.478909799,5.94,5.47,5.42,5.64,-0.06,-0.53,-0.58,-0.07,0.17,1.3,1.9,14.74,6.0,1995-06-01,6.01,6.05,5.98,4.73,4.47
90.263,82.1516,16.5,1250,371400,23119,557.0,17218,10362,6856,13897.1,1145.5,3567.4,2337.7,57.4,0.106188668,557.37,2.411324614,5.79,5.42,5.37,5.59,-0.06,-0.43,-0.48,0.16,0.43,1.56,2.19,14.75,5.85,1995-07-01,6.0,6.01,6.05,4.76,4.73
91.6293,82.7467,16.2,1235,356250,23164,555.3,17240,10382,6858,13919.4,1145.4,3589.0,2347.3,56.8,0.106351687,559.11,2.416340255,5.82,5.4,5.41,5.75,0.08,-0.34,-0.33,0.5,0.75,1.83,2.45,14.76,5.74,1995-08-01,5.85,6.0,6.01,5.29,4.76
91.8098,83.103,16.2,1261,362000,23208,554.3,17247,10396,6851,13937.0,1142.0,3602.1,2352.8,57.2,0.106744259,578.77,2.346355202,5.74,5.28,5.3,5.62,-0.06,-0.52,-0.5,0.2,0.4,1.52,2.13,14.8,5.8,1995-09-01,5.74,5.85,6.0,5.45,5.29
90.9707,82.6116,16.0,1220,371500,23206,553.4,17216,10385,6831,13929.6,1137.3,3613.4,2354.0,56.4,0.106704025,582.92,2.341659233,5.82,5.28,5.32,5.59,0.06,-0.48,-0.44,0.1,0.28,1.36,1.99,14.81,5.76,1995-10-01,5.8,5.74,5.85,5.53,5.45
91.2763,82.2825,16.4,1254,377000,23201,550.7,17209,10390,6819,13938.2,1134.1,3619.9,2355.2,56.4,0.10876134,595.53,2.303830202,5.74,5.36,5.27,5.43,-0.06,-0.44,-0.53,-0.11,0.13,1.22,1.88,14.86,5.8,1995-11-01,5.76,5.8,5.74,5.92,5.53
91.5569,82.1403,16.3,1214,365000,23209,550.9,17231,10432,6799,13963.4,1127.5,3629.5,2358.3,57.9,0.108576813,614.57,2.24384529,5.64,5.14,5.13,5.31,0.04,-0.46,-0.47,-0.09,0.11,1.22,1.89,14.77,5.6,1995-12-01,5.8,5.76,5.8,5.98,5.92
90.5096,81.1929,16.1,1209,374000,23196,550.3,17208,10424,6784,13962.2,1123.5,3647.9,2358.0,56.9,0.108969092,614.42,2.26120569,5.4,5.0,4.92,5.09,-0.16,-0.56,-0.64,-0.2,0.09,1.25,1.91,15.0,5.56,1996-01-01,5.6,5.8,5.76,6.05,5.98
91.8919,81.9426,16.4,1201,377250,23280,553.2,17229,10440,6789,13990.4,1118.5,3661.8,2362.5,53.8,0.108548345,649.54,2.154863442,5.15,4.83,4.77,4.94,-0.07,-0.39,-0.45,0.16,0.59,1.77,2.41,14.91,5.22,1996-02-01,5.56,5.6,5.8,6.01,6.05
91.327,81.3175,17.3,1330,386400,23276,554.6,17193,10416,6777,14018.7,1122.6,3686.9,2371.0,54.9,0.108239179,647.07,2.179053271,5.31,4.96,4.96,5.34,0.0,-0.35,-0.35,0.66,0.96,2.04,2.72,14.93,5.31,1996-03-01,5.22,5.56,5.6,6.0,6.01
92.1293,81.8655,17.6,1347,359250,23316,556.0,17204,10450,6754,14019.1,1124.8,3697.7,2368.8,55.9,0.108396088,647.17,2.187477788,5.39,4.95,5.06,5.54,0.17,-0.27,-0.16,1.08,1.29,2.28,2.97,14.98,5.22,1996-04-01,5.31,5.22,5.56,5.85,6.0
92.3058,82.0776,17.0,1359,344500,23358,556.9,17222,10472,6750,14096.2,1116.5,3709.6,2371.9,53.2,0.108546231,661.23,2.149524371,5.39,5.02,5.12,5.64,0.15,-0.22,-0.12,1.24,1.5,2.38,3.06,15.01,5.24,1996-05-01,5.22,5.31,5.22,5.74,5.85
92.9633,82.3885,17.6,1370,342200,23399,558.1,17226,10485,6741,14122.8,1115.2,3722.5,2375.6,53.7,0.10876441,668.5,2.134629768,5.49,5.09,5.25,5.81,0.22,-0.18,-0.02,1.42,1.64,2.44,3.13,15.07,5.27,1996-06-01,5.24,5.22,5.31,5.8,5.74
92.4702,82.2976,16.7,1336,337000,23418,557.6,17223,10483,6740,14153.0,1112.4,3737.1,2380.3,52.9,0.109648939,644.07,2.235781825,5.53,5.15,5.3,5.85,0.13,-0.25,-0.1,1.24,1.47,2.25,2.95,15.12,5.4,1996-07-01,5.27,5.24,5.22,5.76,5.8
92.1636,82.221,17.3,1265,331800,23479,558.1,17255,10512,6743,14172.4,1101.6,3744.0,2381.7,51.7,0.109877171,662.68,2.192611819,5.42,5.05,5.13,5.67,0.2,-0.17,-0.09,1.17,1.42,2.24,2.96,15.16,5.22,1996-08-01,5.4,5.27,5.24,5.8,5.76
93.1142,82.4091,16.8,1214,342750,23497,556.1,17252,10517,6735,14191.3,1096.2,3753.4,2380.1,51.0,0.109521734,674.88,2.172238028,5.52,5.09,5.24,5.83,0.22,-0.21,-0.06,1.3,1.53,2.36,3.05,15.22,5.3,1996-09-01,5.22,5.4,5.27,5.6,5.8
92.6055,81.8763,16.3,1184,339000,23546,556.8,17268,10531,6737,14247.0,1085.7,3772.8,2384.8,49.6,0.109457286,701.46,2.101331509,5.43,4.99,5.11,5.55,0.19,-0.25,-0.13,1.03,1.29,2.15,2.83,15.23,5.24,1996-10-01,5.3,5.22,5.4,5.56,5.6
93.7026,82.1457,15.9,1146,336400,23584,559.8,17277,10544,6733,14263.4,1083.5,3795.1,2391.4,49.7,0.109507002,735.67,2.014490193,5.41,5.03,5.07,5.42,0.1,-0.28,-0.24,0.66,0.89,1.79,2.48,15.25,5.31,1996-11-01,5.24,5.3,5.22,5.22,5.56
93.9032,82.3823,15.6,1154,353500,23599,560.3,17284,10556,6728,14315.1,1081.3,3818.6,2400.1,51.2,0.109106942,743.25,2.004709048,5.51,4.91,5.04,5.47,0.22,-0.38,-0.25,0.78,1.01,1.91,2.6,15.29,5.29,1996-12-01,5.31,5.24,5.3,5.31,5.22
93.6728,82.0396,16.0,1150,339000,23618,563.8,17297,10570,6727,14279.5,1081.2,3834.6,2405.6,50.6,0.108629883,766.22,1.951567435,5.32,5.03,5.1,5.61,0.07,-0.22,-0.15,1.08,1.33,2.17,2.84,15.46,5.25,1997-01-01,5.29,5.31,5.24,5.22,5.31
94.2117,82.7007,15.8,1109,320750,23686,566.3,17316,10589,6727,14282.1,1078.8,3846.3,2408.5,48.1,0.108387242,798.39,1.879620236,5.28,5.01,5.06,5.53,0.09,-0.18,-0.13,1.01,1.23,2.12,2.75,15.49,5.19,1997-02-01,5.25,5.29,5.31,5.24,5.22
94.8864,83.0126,15.5,1098,319400,23739,566.4,17340,10613,6727,14312.3,1072.5,3861.2,2416.3,47.6,0.108060891,792.16,1.901131085,5.42,5.14,5.26,5.8,0.03,-0.25,-0.13,1.15,1.3,2.16,2.79,15.46,5.39,1997-03-01,5.19,5.25,5.29,5.27,5.24
93.9254,82.4587,15.6,1105,327000,23765,568.8,17349,10629,6720,14326.2,1063.9,3877.0,2424.6,47.9,0.109313735,763.93,1.975743851,5.6,5.16,5.37,5.99,0.09,-0.35,-0.14,1.25,1.38,2.22,2.83,15.52,5.51,1997-04-01,5.39,5.19,5.25,5.4,5.27
94.6491,82.5499,15.4,1051,323800,23809,571.0,17362,10645,6717,14338.8,1063.8,3889.2,2432.3,46.0,0.109150773,833.09,1.815734194,5.6,5.05,5.3,5.87,0.1,-0.45,-0.2,1.07,1.21,2.08,2.7,15.58,5.5,1997-05-01,5.51,5.39,5.19,5.22,5.4
94.566,82.5533,15.5,1076,325500,23834,571.6,17387,10673,6714,14352.6,1066.1,3906.0,2438.2,46.6,0.109055451,876.29,1.730020883,5.56,4.93,5.13,5.69,0.0,-0.63,-0.43,0.82,0.93,1.85,2.46,15.62,5.56,1997-06-01,5.5,5.51,5.39,5.3,5.22
95.4515,82.6438,16.4,1078,320250,23862,574.1,17389,10692,6697,14367.3,1065.5,3923.9,2446.3,46.4,0.108585726,925.29,1.644533065,5.51,5.05,5.12,5.54,-0.01,-0.47,-0.4,0.6,0.7,1.62,2.23,15.62,5.52,1997-07-01,5.56,5.5,5.51,5.24,5.3
96.2989,83.1003,16.0,1075,330200,23952,572.8,17452,10749,6703,14395.8,1075.3,3957.4,2461.1,46.7,0.108123502,927.24,1.647178724,5.5,5.14,5.19,5.56,-0.04,-0.4,-0.35,0.62,0.76,1.68,2.28,15.7,5.54,1997-08-01,5.52,5.56,5.5,5.31,5.24
97.037,83.2745,15.9,1074,315250,23996,574.9,17465,10761,6704,14404.1,1066.9,3973.1,2464.7,46.1,0.107977336,937.02,1.636037651,5.51,4.95,5.09,5.52,-0.03,-0.59,-0.45,0.57,0.67,1.61,2.16,15.76,5.54,1997-09-01,5.54,5.52,5.56,5.29,5.31
98.5646,83.4379,16.1,1034,310000,24053,574.9,17513,10805,6708,14444.1,1065.6,3992.3,2472.0,45.6,0.107888178,951.16,1.617677362,5.55,4.97,5.09,5.46,0.05,-0.53,-0.41,0.43,0.53,1.5,2.07,15.82,5.5,1997-10-01,5.54,5.54,5.52,5.25,5.29
98.764,83.6379,15.4,938,314600,24112,574.5,17556,10848,6708,14486.8,1070.9,4014.8,2482.9,46.5,0.10715852,938.92,1.644794019,5.64,5.14,5.17,5.46,0.12,-0.38,-0.35,0.28,0.36,1.35,1.9,15.87,5.52,1997-11-01,5.5,5.54,5.54,5.19,5.25
98.4485,83.4425,15.9,984,313250,24185,576.7,17588,10879,6709,14525.7,1072.3,4032.9,2492.5,47.9,0.107500243,962.37,1.610607147,5.7,5.16,5.24,5.53,0.2,-0.34,-0.26,0.27,0.31,1.26,1.82,15.96,5.5,1997-12-01,5.52,5.5,5.54,5.39,5.19
98.8835,83.4547,15.6,995,321200,24262,578.7,17619,10917,6702,14508.0,1074.0,4056.2,2503.8,47.5,0.106135457,963.36,1.614142169,5.44,5.04,5.03,5.24,-0.12,-0.52,-0.53,-0.14,-0.02,1.05,1.63,15.98,5.56,1998-01-01,5.5,5.52,5.5,5.51,5.39
98.7725,82.986,15.4,957,319000,24283,579.0,17627,10930,6697,14501.0,1077.8,4088.9,2524.0,45.2,0.105905539,1023.74,1.523824409,5.45,5.09,5.07,5.31,-0.06,-0.42,-0.44,-0.02,0.06,1.16,1.74,16.01,5.51,1998-02-01,5.56,5.5,5.52,5.5,5.51
98.8443,82.2462,14.5,918,315000,24264,577.6,17637,10944,6693,14498.0,1076.9,4114.3,2539.7,45.6,0.106036432,1076.83,1.453339896,5.49,5.03,5.04,5.39,0.0,-0.46,-0.45,0.12,0.16,1.23,1.83,16.06,5.49,1998-03-01,5.51,5.56,5.5,5.56,5.5
99.483,82.0305,14.7,883,311000,24340,573.3,17637,10953,6684,14519.4,1076.5,4140.2,2552.5,46.6,0.106582436,1112.2,1.41611221,5.48,4.95,5.06,5.38,0.03,-0.5,-0.39,0.16,0.19,1.24,1.88,16.09,5.45,1998-04-01,5.49,5.51,5.56,5.52,5.56
99.8498,81.9002,14.7,839,311200,24361,569.8,17624,10953,6671,14564.2,1079.1,4164.4,2561.1,45.0,0.106432588,1108.42,1.429963371,5.5,5.0,5.14,5.44,0.01,-0.49,-0.35,0.14,0.16,1.2,1.81,16.12,5.49,1998-05-01,5.45,5.49,5.51,5.54,5.52
98.8021,80.7548,14.1,789,338000,24387,568.5,17608,10949,6659,14583.4,1076.3,4184.1,2570.1,45.1,0.107113532,1108.39,1.43902417,5.5,4.98,5.12,5.41,-0.06,-0.58,-0.44,-0.04,-0.06,0.97,1.57,16.17,5.56,1998-06-01,5.49,5.45,5.49,5.54,5.54
97.9075,79.9133,14.1,821,333000,24237,564.1,17422,10782,6640,14613.6,1075.1,4203.8,2575.9,44.6,0.107677259,1156.58,1.384832869,5.5,4.96,5.03,5.36,-0.04,-0.58,-0.51,-0.08,-0.08,1.01,1.61,16.26,5.54,1998-07-01,5.56,5.49,5.45,5.5,5.54
100.6929,81.3772,13.7,818,312600,24420,562.3,17563,10929,6634,14627.0,1075.9,4228.7,2587.9,44.7,0.107396103,1074.62,1.496649979,5.5,4.9,4.95,5.21,-0.05,-0.65,-0.6,-0.28,-0.21,0.97,1.59,16.31,5.55,1998-08-01,5.54,5.56,5.49,5.52,5.5
100.025,80.8336,14.4,916,304000,24419,557.6,17557,10925,6632,14649.8,1079.9,4267.7,2610.2,44.2,0.107926966,1020.64,1.582340492,5.32,4.61,4.63,4.71,-0.19,-0.9,-0.88,-0.89,-0.7,0.89,1.58,16.25,5.51,1998-09-01,5.55,5.54,5.56,5.5,5.52
100.3734,81.0849,14.1,858,310600,24406,552.6,17512,10907,6605,14659.3,1086.0,4307.9,2628.4,44.1,0.108072246,1032.47,1.565827579,5.09,3.96,4.05,4.12,0.02,-1.11,-1.02,-0.89,-0.54,1.3,2.11,16.39,5.07,1998-10-01,5.51,5.55,5.54,5.56,5.5
99.676,80.7766,14.5,875,316000,24394,548.7,17465,10876,6589,14691.3,1094.9,4346.6,2648.8,44.1,0.108090282,1144.43,1.414092605,5.15,4.41,4.42,4.53,0.32,-0.42,-0.41,-0.29,0.0,1.58,2.51,16.42,4.83,1998-11-01,5.07,5.51,5.55,5.51,5.56
99.7122,80.8274,14.0,803,316000,24454,546.2,17449,10870,6579,14736.5,1095.0,4375.6,2661.6,45.2,0.108029242,1190.05,1.361287341,5.04,4.39,4.4,4.52,0.36,-0.29,-0.28,-0.23,-0.03,1.54,2.55,16.47,4.68,1998-12-01,4.83,5.07,5.51,5.49,5.51
