IPCONGD,CUMFNS,UEMPMEAN,UEMP27OV,CLAIMSx,USGOOD,CES1021000001,MANEMP,DMANEMP,NDMANEMP,USTRADE,M1SL,M2SL,M2REAL,TOTRESNS,CONSPI,S&P 500,S&P div yield,CP3Mx,TB3MS,TB6MS,GS1,COMPAPFFx,TB3SMFFM,TB6SMFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,CES2000000008,FEDFUNDS,date,fedfunds_lag1,fedfunds_lag2,fedfunds_lag3,fedfunds_lag9,fedfunds_lag10
70.2385,79.8127,18.0,1590,360500,23571,935.3,18013,11119,6894,11242.5,540.9,2223.5,2135.9,37.5,0.120180266,151.1,4.853295831,11.19,10.12,10.52,12.03,-0.04,-1.11,-0.71,2.04,2.13,2.21,3.92,11.58,11.23,1984-07-01,11.06,10.32,10.29,9.48,9.45
69.8916,79.7724,17.3,1515,389500,23608,938.4,18034,11150,6884,11271.4,541.0,2230.4,2136.4,37.3,0.120510605,164.4,4.474860097,11.18,10.47,10.61,11.82,-0.46,-1.17,-1.03,1.04,1.08,1.23,2.99,11.58,11.64,1984-08-01,11.23,11.06,10.32,9.34,9.48
69.6597,79.266,17.0,1451,395400,23617,934.6,18019,11160,6859,11324.1,543.1,2244.4,2143.6,38.0,0.120127402,166.1,4.443106562,11.04,10.37,10.47,11.58,-0.26,-0.93,-0.83,1.23,1.22,1.36,3.05,11.58,11.3,1984-09-01,11.64,11.23,11.06,9.47,9.34
70.2794,79.4795,16.7,1427,419250,23626,925.1,18024,11165,6859,11390.8,543.7,2258.9,2149.3,38.5,0.121504593,164.8,4.508495146,10.12,9.74,9.87,10.9,0.13,-0.25,-0.12,2.07,2.17,2.64,3.95,11.57,9.99,1984-10-01,11.3,11.64,11.23,9.56,9.47
70.491,79.4531,17.0,1422,407000,23639,920.0,18016,11165,6851,11502.7,547.5,2281.4,2166.6,39.2,0.121761978,166.3,4.49789537,9.03,8.61,8.81,9.82,-0.4,-0.82,-0.62,1.9,2.14,2.86,4.05,11.57,9.43,1984-11-01,9.99,11.3,11.64,9.59,9.56
70.8168,79.424,16.8,1393,385600,23673,910.7,18023,11177,6846,11499.2,551.6,2306.4,2186.2,40.7,0.12202709,164.5,4.577507599,8.44,8.06,8.28,9.33,0.06,-0.32,-0.1,2.69,3.12,3.75,5.02,11.64,8.38,1984-12-01,9.43,9.99,11.3,9.91,9.59
70.4068,79.0412,15.9,1315,370750,23672,908.6,18009,11171,6838,11521.9,557.0,2332.4,2206.6,41.1,0.122791361,171.6,4.413362471,8.03,7.76,8.0,9.02,-0.32,-0.59,-0.35,2.58,3.03,3.73,4.91,11.7,8.35,1985-01-01,8.38,9.43,9.99,10.29,9.91
70.8053,78.5025,15.9,1344,391750,23621,906.3,17966,11142,6824,11548.3,563.6,2354.1,2214.6,40.2,0.123860441,180.9,4.210431177,8.54,8.27,8.39,9.29,0.04,-0.23,-0.11,2.63,3.01,3.63,4.73,11.75,8.5,1985-02-01,8.35,8.38,9.43,10.32,10.29
70.7498,78.8855,16.1,1349,380800,23661,905.9,17939,11125,6814,11631.6,566.6,2366.2,2215.5,40.4,0.124782635,179.4,4.269788183,8.9,8.52,8.9,9.86,0.32,-0.06,0.32,2.94,3.28,3.98,5.11,11.7,8.58,1985-03-01,8.5,8.35,8.38,11.06,10.32
70.3478,78.3797,16.4,1378,398250,23644,910.6,17886,11090,6796,11668.9,570.4,2375.4,2220.0,41.6,0.126407965,180.6,4.256184939,8.37,7.95,8.23,9.14,0.1,-0.32,-0.04,2.74,3.16,3.96,5.24,11.72,8.27,1985-04-01,8.58,8.5,8.35,11.23,11.06
70.49,78.3475,15.3,1235,392750,23632,905.3,17855,11072,6783,11725.8,575.1,2389.5,2229.0,41.0,0.127384276,184.9,4.171622499,7.83,7.48,7.65,8.46,-0.14,-0.49,-0.32,2.37,2.88,3.75,5.18,11.72,7.97,1985-05-01,8.27,8.58,8.5,11.64,11.23
70.725,78.1769,15.5,1281,392400,23592,899.3,17819,11045,6774,11758.5,582.3,2412.6,2244.3,42.4,0.127764496,188.9,4.097406035,7.35,6.95,7.09,7.8,-0.18,-0.58,-0.44,2.07,2.63,3.41,4.87,11.71,7.53,1985-06-01,7.97,8.27,8.58,11.3,11.64
70.508,77.688,15.5,1267,378250,23549,889.9,17776,11006,6770,11770.5,589.1,2429.5,2255.8,42.8,0.128599413,192.5,4.038093506,7.56,7.08,7.2,7.86,-0.32,-0.8,-0.68,1.82,2.43,3.09,4.55,11.74,7.88,1985-07-01,7.53,7.97,8.27,9.99,11.3
70.8215,77.9005,15.3,1222,404400,23546,882.9,17756,10987,6769,11808.6,596.2,2444.0,2265.1,42.9,0.129251748,188.3,4.145868295,7.72,7.14,7.32,8.05,-0.18,-0.76,-0.58,1.91,2.43,3.15,4.6,11.76,7.9,1985-08-01,7.88,7.53,7.97,9.43,9.99
71.1638,77.7866,15.3,1233,408500,23528,874.4,17718,10952,6766,11822.2,603.3,2456.4,2272.3,44.5,0.130269697,184.1,4.258555133,7.83,7.1,7.27,8.07,-0.09,-0.82,-0.65,1.89,2.45,3.15,4.56,11.8,7.92,1985-09-01,7.9,7.88,7.53,8.38,9.43
71.0677,77.484,15.3,1199,405750,23529,868.7,17708,10948,6760,11836.7,607.8,2468.0,2274.7,45.5,0.130622147,186.2,4.221267454,7.8,7.16,7.33,8.01,-0.19,-0.83,-0.66,1.7,2.25,3.03,4.37,11.77,7.99,1985-10-01,7.92,7.9,7.88,8.35,8.38
71.4787,77.8779,15.7,1297,393400,23520,860.7,17697,10938,6759,11864.5,612.2,2477.8,2273.2,46.4,0.131113888,197.5,3.989873418,7.77,7.24,7.3,7.88,-0.28,-0.81,-0.75,1.23,1.73,2.5,3.94,11.75,8.05,1985-11-01,7.99,7.92,7.9,8.5,8.35
72.1342,78.0314,15.1,1205,385250,23518,855.1,17693,10928,6765,11890.1,619.8,2492.1,2275.9,48.1,0.130795495,207.3,3.810902074,7.75,7.1,7.14,7.67,-0.52,-1.17,-1.13,0.46,0.99,1.89,3.31,11.85,8.27,1985-12-01,8.05,7.99,7.92,8.58,8.5
72.9785,78.8535,14.8,1087,366750,23530,851.7,17686,10921,6765,11899.3,621.4,2502.1,2276.7,48.0,0.131202804,208.2,3.81364073,7.71,7.07,7.16,7.73,-0.43,-1.07,-0.98,0.54,1.05,1.91,3.3,11.77,8.14,1986-01-01,8.27,8.05,7.99,8.27,8.58
72.35,78.3228,15.2,1183,369500,23485,834.4,17663,10899,6764,11906.5,625.2,2512.9,2290.7,46.6,0.131449502,219.4,3.637192343,7.63,7.06,7.11,7.61,-0.23,-0.8,-0.75,0.48,0.84,1.81,3.25,11.8,7.86,1986-02-01,8.14,8.27,8.05,7.97,8.27
72.0798,77.9655,14.6,1173,381200,23428,807.9,17624,10867,6757,11964.0,633.5,2533.1,2321.8,47.3,0.130863024,232.3,3.4524322,7.2,6.56,6.57,7.03,-0.28,-0.92,-0.91,-0.02,0.3,1.52,3.02,11.73,7.48,1986-03-01,7.86,8.14,8.27,7.53,7.97
72.5688,78.2537,14.7,1174,385750,23427,779.2,17616,10863,6753,11994.3,641.0,2557.8,2353.1,48.9,0.131895423,238.0,3.380953782,6.6,6.06,6.08,6.44,-0.39,-0.93,-0.91,0.06,0.31,1.8,3.2,11.81,6.99,1986-04-01,7.48,7.86,8.14,7.88,7.53
72.9635,78.2858,14.7,1168,386000,23349,750.2,17593,10840,6753,12039.7,652.0,2584.8,2371.4,48.5,0.132752805,238.5,3.385044025,6.62,6.15,6.19,6.65,-0.23,-0.7,-0.66,0.67,0.86,2.24,3.44,11.86,6.85,1986-05-01,6.99,7.48,7.86,7.9,7.88
72.9584,77.8686,15.2,1280,370500,23263,733.2,17530,10778,6752,12055.5,660.6,2605.0,2381.2,49.9,0.133141642,245.3,3.302079087,6.71,6.21,6.27,6.73,-0.21,-0.71,-0.65,0.72,0.88,2.21,3.42,11.89,6.92,1986-06-01,6.85,6.99,7.48,7.92,7.9
73.4108,78.2063,15.2,1213,362000,23235,726.6,17497,10755,6742,12106.9,670.3,2626.6,2398.7,51.0,0.133507038,240.2,3.390228976,6.33,5.83,5.86,6.27,-0.23,-0.73,-0.7,0.5,0.74,2.32,3.6,11.89,6.56,1986-07-01,6.92,6.85,6.99,7.99,7.92
73.3466,78.289,15.5,1192,407400,23225,707.6,17489,10755,6734,12154.4,678.7,2646.5,2414.7,51.3,0.133739796,245.0,3.341497959,5.92,5.53,5.55,5.93,-0.25,-0.64,-0.62,0.63,1.0,2.55,4.01,11.94,6.17,1986-08-01,6.56,6.92,6.85,8.05,7.99
73.4682,78.3858,15.4,1237,395500,23216,692.5,17498,10741,6757,12197.8,687.4,2667.8,2425.3,53.2,0.134968111,238.3,3.453629878,5.68,5.21,5.35,5.77,-0.21,-0.68,-0.54,1.03,1.56,3.0,4.31,11.96,5.89,1986-09-01,6.17,6.56,6.92,8.27,8.05
73.7585,78.5421,15.2,1214,383250,23208,690.3,17477,10713,6764,12212.0,694.9,2687.4,2438.7,54.6,0.136309202,237.4,3.473744735,5.68,5.18,5.26,5.72,-0.17,-0.67,-0.59,0.98,1.58,3.01,4.39,12.04,5.85,1986-10-01,5.89,6.17,6.56,8.14,8.27
74.2559,78.6724,15.0,1165,363200,23204,685.4,17472,10705,6767,12226.6,705.4,2701.3,2446.8,56.3,0.135564808,245.1,3.371411669,5.76,5.35,5.41,5.8,-0.28,-0.69,-0.63,0.72,1.21,2.64,4.03,12.13,6.04,1986-11-01,5.85,5.89,6.17,7.86,8.14
75.0196,79.2764,15.0,1150,358250,23237,679.8,17478,10701,6777,12235.9,724.7,2728.0,2462.1,59.4,0.134874253,248.6,3.330651649,6.1,5.53,5.55,5.87,-0.81,-1.38,-1.36,-0.24,0.2,1.58,3.06,12.15,6.91,1986-12-01,6.04,5.85,5.89,7.48,7.86
74.2019,78.8108,14.9,1140,345600,23232,675.9,17465,10688,6777,12225.2,730.2,2743.9,2463.1,59.6,0.134066177,264.5,3.137996219,5.84,5.43,5.44,5.78,-0.59,-1.0,-0.99,0.21,0.65,1.93,3.29,12.03,6.43,1987-01-01,6.91,6.04,5.85,6.99,7.48
75.1931,79.8043,14.7,1113,348750,23296,674.6,17499,10714,6785,12256.7,730.7,2747.5,2457.5,57.0,0.132667971,280.9,2.961908152,6.05,5.59,5.59,5.96,-0.05,-0.51,-0.51,0.69,1.15,2.28,3.55,11.99,6.1,1987-02-01,6.43,6.91,6.04,6.85,6.99
75.3597,79.6594,14.9,1121,333250,23307,675.8,17507,10713,6794,12308.2,733.8,2753.7,2454.3,57.1,0.131501615,292.5,2.851282051,6.16,5.59,5.6,6.03,0.03,-0.54,-0.53,0.66,1.12,2.23,3.48,12.12,6.13,1987-03-01,6.1,6.43,6.91,6.92,6.85
75.2746,79.936,14.8,1079,336250,23342,678.6,17525,10715,6810,12356.7,743.9,2767.7,2455.8,59.4,0.131834022,289.3,2.903560318,6.45,5.64,5.9,6.5,0.08,-0.73,-0.47,1.2,1.65,2.48,3.67,12.1,6.37,1987-04-01,6.13,6.1,6.43,6.56,6.92
75.8585,80.2905,14.9,1112,331000,23390,681.6,17542,10724,6818,12375.6,745.8,2772.9,2453.9,58.3,0.130779187,289.1,2.926323072,6.93,5.66,6.05,7.0,0.08,-1.19,-0.8,1.41,1.76,2.48,3.66,12.14,6.85,1987-05-01,6.37,6.13,6.1,6.17,6.56
76.0614,80.4265,14.9,1075,322250,23390,682.1,17537,10721,6816,12413.9,743.2,2774.6,2444.6,58.8,0.130893614,301.4,2.826808228,6.92,5.67,5.99,6.8,0.19,-1.06,-0.74,1.29,1.67,2.59,3.79,12.19,6.73,1987-06-01,6.85,6.37,6.13,5.89,6.17
76.5884,80.856,14.2,983,319250,23455,684.2,17593,10725,6868,12452.5,743.0,2779.0,2442.0,58.9,0.130707585,310.1,2.76255079,6.65,5.69,5.76,6.68,0.07,-0.89,-0.82,1.43,1.87,2.84,4.03,12.13,6.58,1987-07-01,6.73,6.85,6.37,5.85,5.89
76.9736,81.1151,14.4,1045,325600,23506,688.5,17630,10781,6849,12462.6,744.9,2788.2,2439.4,58.3,0.130285513,329.4,2.614854281,6.71,6.04,6.15,7.03,-0.02,-0.69,-0.58,1.59,2.03,2.94,4.07,12.17,6.73,1987-08-01,6.58,6.73,6.85,6.04,5.85
76.7806,81.53,14.2,989,309750,23566,693.6,17691,10815,6876,12493.0,747.6,2799.5,2440.7,59.8,0.130080654,318.7,2.717288987,7.37,6.4,6.64,7.67,0.15,-0.82,-0.58,1.72,2.2,2.96,4.09,12.16,7.22,1987-09-01,6.73,6.58,6.73,6.91,6.04
78.0867,82.5556,14.0,956,300000,23655,699.8,17729,10843,6886,12559.2,756.2,2814.8,2447.7,61.1,0.129652795,280.2,3.108493933,7.89,6.13,6.69,7.59,0.6,-1.16,-0.6,1.79,2.23,3.23,4.33,12.19,7.29,1987-10-01,7.22,6.73,6.58,6.43,6.91
78.1046,82.8781,14.0,926,306750,23711,697.0,17775,10867,6908,12582.8,753.2,2818.9,2442.7,61.2,0.129659804,245.0,3.575510204,7.17,5.69,6.19,6.96,0.48,-1.0,-0.5,1.66,2.17,3.32,4.54,12.3,6.69,1987-11-01,7.29,7.22,6.73,6.1,6.43
78.2865,83.314,14.2,900,318750,23772,696.1,17809,10895,6914,12590.9,750.2,2826.4,2445.0,62.1,0.127673266,241.0,3.65560166,7.61,5.77,6.36,7.17,0.84,-1.0,-0.41,1.68,2.22,3.34,4.52,12.2,6.77,1987-12-01,6.69,7.29,7.22,6.13,6.1
78.5776,83.0311,14.2,869,335600,23668,692.4,17790,10867,6923,12581.6,756.2,2847.4,2454.7,62.6,0.127801235,250.5,3.535596806,6.87,5.81,6.25,6.99,0.04,-1.02,-0.58,1.35,1.84,3.05,4.24,12.44,6.83,1988-01-01,6.77,6.69,7.29,6.37,6.13
78.9401,83.2306,14.4,888,318750,23769,691.6,17823,10890,6933,12676.4,757.7,2870.4,2470.2,60.0,0.127722119,258.1,3.44956606,6.58,5.66,5.93,6.64,0.0,-0.92,-0.65,1.13,1.63,2.82,4.04,12.32,6.58,1988-02-01,6.83,6.77,6.69,6.85,6.37
78.8198,83.3868,13.7,848,305500,23824,690.6,17844,10906,6938,12707.5,761.8,2890.7,2481.3,60.0,0.127605797,265.7,3.36846067,6.62,5.7,5.91,6.71,0.04,-0.88,-0.67,1.25,1.79,2.81,3.99,12.31,6.58,1988-03-01,6.58,6.83,6.77,6.73,6.85
79.4719,84.0971,13.3,810,312200,23880,690.0,17874,10936,6938,12739.2,768.1,2910.7,2483.5,62.0,0.127515696,262.6,3.443766184,6.86,5.91,6.21,7.01,-0.01,-0.96,-0.66,1.32,1.85,2.8,4.03,12.43,6.87,1988-04-01,6.58,6.58,6.83,6.58,6.73
79.0326,83.837,13.8,846,313750,23896,688.3,17892,10946,6946,12779.9,771.7,2926.0,2490.2,60.6,0.127616905,256.1,3.567618118,7.19,6.26,6.56,7.4,0.1,-0.83,-0.53,1.49,2.0,2.81,3.95,12.45,7.09,1988-05-01,6.87,6.58,6.58,6.73,6.58
79.0441,83.9766,13.1,805,308250,23951,686.0,17916,10969,6947,12829.3,778.3,2938.4,2490.2,62.0,0.126846371,270.7,3.409678611,7.49,6.46,6.71,7.49,-0.02,-1.05,-0.8,0.98,1.41,2.35,3.49,12.49,7.51,1988-06-01,7.09,6.87,6.58,7.22,6.73
78.9992,83.8802,13.4,796,321600,23966,683.4,17926,10988,6938,12868.8,781.4,2947.2,2487.1,62.6,0.126103506,269.1,3.458442958,7.82,6.73,6.99,7.75,0.07,-1.02,-0.76,0.91,1.31,2.21,3.36,12.56,7.75,1988-07-01,7.51,7.09,6.87,7.29,7.22
79.5161,83.9632,13.6,795,314750,23926,680.8,17891,10975,6916,12899.0,783.3,2952.0,2480.7,61.9,0.126224071,263.7,3.558335229,8.26,7.06,7.39,8.17,0.25,-0.95,-0.62,0.93,1.25,2.1,3.2,12.56,8.01,1988-08-01,7.75,7.51,7.09,6.69,7.29
79.0184,84.1706,13.6,813,304500,23942,675.0,17914,10992,6922,12913.2,783.7,2956.9,2474.4,62.2,0.125322819,268.0,3.529850746,8.17,7.24,7.43,8.09,-0.02,-0.95,-0.76,0.5,0.79,1.63,2.71,12.61,8.19,1988-09-01,8.01,7.75,7.51,6.77,6.69
79.6343,84.4663,13.4,768,291400,23987,671.9,17966,11026,6940,12907.4,783.3,2965.3,2473.1,61.9,0.124404632,277.4,3.442682048,8.24,7.35,7.5,8.11,-0.06,-0.95,-0.8,0.21,0.5,1.21,2.11,12.63,8.3,1988-10-01,8.19,8.01,7.75,6.83,6.77
79.7898,84.6922,12.6,703,290500,24030,665.7,18003,11052,6951,12914.2,784.9,2980.2,2477.3,62.4,0.124167852,271.0,3.557195572,8.66,7.76,7.86,8.48,0.31,-0.59,-0.49,0.44,0.61,1.1,2.13,12.64,8.35,1988-11-01,8.3,8.19,8.01,6.58,6.83
80.2032,85.0001,12.9,739,293200,24054,663.3,18025,11071,6954,12928.1,786.7,2988.2,2475.7,63.7,0.123310197,276.5,3.518987342,9.11,8.07,8.22,8.99,0.35,-0.69,-0.54,0.33,0.35,0.81,1.89,12.68,8.76,1988-12-01,8.35,8.3,8.19,6.58,6.58
80.247,85.5472,12.6,732,289750,24097,663.1,18057,11092,6965,12964.8,785.7,2991.7,2468.4,63.4,0.125136068,285.4,3.438447793,9.04,8.27,8.36,9.05,-0.08,-0.85,-0.76,0.03,-0.03,0.5,1.53,12.77,9.12,1989-01-01,8.76,8.35,8.3,6.87,6.58
80.263,84.5811,12.4,635,303750,24080,658.4,18055,11083,6972,13006.3,783.8,2992.2,2460.7,60.6,0.124796494,294.0,3.366214286,9.37,8.53,8.55,9.25,0.01,-0.83,-0.81,-0.09,-0.19,0.28,1.25,12.79,9.36,1989-02-01,9.12,8.76,8.35,7.09,6.87
80.4029,84.3546,12.3,670,322000,24069,662.4,18060,11077,6983,13083.2,783.0,2999.7,2454.7,60.1,0.124522833,292.7,3.409634438,9.95,8.82,8.85,9.57,0.1,-1.03,-1.0,-0.34,-0.49,-0.05,0.82,12.85,9.85,1989-03-01,9.36,9.12,8.76,7.51,7.09
80.2175,84.3002,12.5,717,311800,24100,663.7,18055,11075,6980,13096.5,779.2,3006.0,2441.9,61.2,0.124729045,302.3,3.336652332,9.81,8.65,8.65,9.36,-0.03,-1.19,-1.19,-0.54,-0.66,-0.05,0.77,12.92,9.84,1989-04-01,9.85,9.36,9.12,7.75,7.51
79.512,83.4798,12.0,634,324500,24089,663.4,18040,11055,6985,13132.6,775.0,3011.6,2434.6,58.9,0.125370075,313.9,3.24730806,9.47,8.43,8.41,8.98,-0.34,-1.38,-1.4,-0.9,-0.95,-0.24,0.65,12.91,9.81,1989-05-01,9.84,9.85,9.36,8.01,7.75
79.5328,83.4007,11.1,613,333000,24052,653.7,18013,11027,6986,13158.6,773.5,3027.9,2439.9,59.6,0.125058268,323.7,3.181958604,9.11,8.15,7.93,8.44,-0.42,-1.38,-1.6,-1.24,-1.25,-0.43,0.5,12.93,9.53,1989-06-01,9.81,9.84,9.85,8.19,8.01
77.7722,82.203,11.8,621,341600,24027,643.5,17980,10989,6991,13163.2,777.8,3052.4,2451.7,60.3,0.124604356,331.9,3.140494125,8.68,7.88,7.61,7.89,-0.56,-1.36,-1.63,-1.41,-1.22,-0.31,0.63,13.01,9.24,1989-07-01,9.53,9.81,9.84,8.3,8.19
79.1285,82.756,11.4,560,334500,24048,667.6,17964,10983,6981,13190.1,779.4,3074.4,2469.4,59.6,0.12438057,346.6,3.042902481,8.57,7.9,7.74,8.18,-0.42,-1.09,-1.25,-0.9,-0.88,-0.03,0.89,13.0,8.99,1989-08-01,9.24,9.53,9.81,8.35,8.3
78.8462,82.3396,11.5,599,336000,24000,669.0,17922,10945,6977,13176.5,781.0,3092.5,2478.0,60.1,0.124111514,347.3,3.072271811,8.7,7.75,7.74,8.22,-0.32,-1.27,-1.28,-0.85,-0.83,-0.01,0.89,13.03,9.02,1989-09-01,8.99,9.24,9.53,8.76,8.35
79.0178,81.9143,11.9,646,363250,23997,669.1,17895,10917,6978,13143.3,786.6,3114.1,2483.3,60.4,0.123457323,347.4,3.107858377,8.53,7.64,7.62,7.99,-0.31,-1.2,-1.22,-0.87,-0.83,0.08,0.97,13.09,8.84,1989-10-01,9.02,8.99,9.24,9.12,8.76
79.3456,81.8681,11.7,655,336750,24009,671.9,17886,10902,6984,13141.8,787.9,3133.3,2488.7,60.9,0.12349716,340.2,3.210846561,8.35,7.69,7.49,7.77,-0.2,-0.86,-1.06,-0.74,-0.68,0.34,1.26,13.16,8.55,1989-11-01,8.84,9.02,8.99,9.36,9.12
80.6216,81.6703,11.6,635,355200,23949,672.1,17881,10893,6988,13070.7,792.9,3152.5,2496.0,62.7,0.123188196,348.6,3.169822146,8.29,7.63,7.42,7.72,-0.16,-0.82,-1.03,-0.7,-0.61,0.41,1.37,13.25,8.45,1989-12-01,8.55,8.84,9.02,9.85,9.36
78.9231,81.4034,11.8,646,361000,23981,675.5,17797,10784,7013,13251.8,795.4,3166.8,2483.8,62.9,0.122092776,339.97,3.276759714,8.1,7.64,7.55,7.92,-0.13,-0.59,-0.68,-0.11,-0.02,0.76,1.71,13.32,8.23,1990-01-01,8.45,8.55,8.84,9.84,9.85
79.897,82.2789,11.6,624,358250,24070,676.8,17893,10897,6996,13226.7,798.1,3179.2,2483.8,60.6,0.120807631,330.45,3.398396126,8.14,7.74,7.7,8.11,-0.1,-0.5,-0.54,0.18,0.23,0.98,1.9,13.35,8.24,1990-02-01,8.23,8.45,8.55,9.81,9.84
80.4007,82.461,11.7,637,345200,24023,677.1,17868,10875,6993,13225.1,801.5,3190.1,2480.6,60.6,0.12000717,338.46,3.344560657,8.28,7.9,7.85,8.35,0.0,-0.38,-0.43,0.32,0.31,1.09,1.93,13.37,8.28,1990-03-01,8.24,8.23,8.45,9.53,9.81
80.0675,81.9214,11.8,649,361750,23966,679.1,17845,10854,6991,13226.2,806.1,3201.6,2483.8,62.5,0.118550592,338.18,3.381838074,8.3,7.77,7.84,8.4,0.04,-0.49,-0.42,0.51,0.53,1.2,2.04,13.36,8.26,1990-04-01,8.28,8.24,8.23,9.24,9.53
80.0021,81.9677,11.7,644,355250,23888,683.1,17797,10825,6972,13213.7,804.2,3200.6,2479.2,60.2,0.117900571,350.25,3.298586724,8.25,7.74,7.76,8.32,0.07,-0.44,-0.42,0.56,0.58,1.29,2.23,13.39,8.18,1990-05-01,8.26,8.28,8.24,8.99,9.24
80.8748,82.0333,11.6,640,362400,23849,684.3,17776,10807,6969,13201.2,808.8,3213.7,2474.0,61.2,0.117339443,360.39,3.238158661,8.14,7.73,7.63,8.1,-0.15,-0.56,-0.66,0.14,0.19,0.97,1.93,13.41,8.29,1990-06-01,8.18,8.26,8.28,9.02,8.99
80.1866,81.6697,11.9,688,367000,23746,683.2,17704,10761,6943,13191.9,810.1,3224.5,2470.9,60.9,0.116668938,360.03,3.257145238,7.99,7.62,7.52,7.94,-0.16,-0.53,-0.63,0.18,0.32,1.09,2.05,13.42,8.15,1990-07-01,8.29,8.18,8.26,8.84,9.02
80.447,81.801,12.2,730,384250,23647,679.7,17649,10708,6941,13153.5,815.7,3242.0,2463.5,60.7,0.116435415,330.75,3.562600151,7.88,7.45,7.38,7.78,-0.25,-0.68,-0.75,0.31,0.62,1.28,2.28,13.39,8.13,1990-08-01,8.15,8.29,8.18,8.55,8.84
80.989,81.5066,12.4,781,394000,23571,681.1,17609,10669,6940,13145.4,820.2,3254.6,2456.3,61.4,0.115637165,315.41,3.753844203,7.96,7.36,7.32,7.76,-0.24,-0.84,-0.88,0.31,0.69,1.36,2.44,13.47,8.2,1990-09-01,8.13,8.15,8.29,8.45,8.55
79.8884,80.8379,12.2,778,425250,23474,679.5,17577,10645,6932,13138.4,819.9,3259.3,2443.3,61.0,0.116074594,307.12,3.883400625,7.98,7.17,7.16,7.55,-0.13,-0.94,-0.95,0.22,0.61,1.42,2.63,13.48,8.11,1990-10-01,8.2,8.13,8.15,8.23,8.45
78.978,79.7507,12.4,833,446750,23283,679.8,17428,10523,6905,13126.8,822.1,3262.6,2440.2,62.0,0.115485785,315.29,3.810238193,7.91,7.06,7.03,7.31,0.1,-0.75,-0.78,0.21,0.58,1.49,2.81,13.51,7.81,1990-11-01,8.11,8.2,8.13,8.24,8.23
78.3773,79.021,12.5,831,455000,23202,680.7,17395,10504,6891,13093.6,824.7,3271.8,2438.0,59.1,0.113824254,328.75,3.680608365,7.8,6.74,6.7,7.05,0.49,-0.57,-0.61,0.42,0.77,1.74,3.12,13.52,7.31,1990-12-01,7.81,8.11,8.2,8.28,8.24
78.761,78.4322,12.2,868,439750,23061,679.6,17330,10443,6887,13067.5,827.2,3287.7,2440.8,50.9,0.11379562,325.49,3.719530554,7.1,6.22,6.28,6.64,0.19,-0.69,-0.63,0.79,1.18,2.13,3.54,13.68,6.91,1991-01-01,7.31,7.81,8.11,8.26,8.28
78.0119,77.7899,12.7,904,484000,22900,680.0,17211,10347,6864,12994.2,832.6,3304.5,2451.4,48.5,0.11301401,362.26,3.343813835,6.49,5.94,5.93,6.27,0.24,-0.31,-0.32,1.22,1.6,2.58,3.82,13.63,6.25,1991-02-01,6.91,7.31,7.81,8.18,8.26
78.0475,77.1232,12.9,951,498600,22779,679.9,17140,10291,6849,12962.0,838.7,3321.9,2464.3,48.6,0.112172094,372.28,3.255614054,6.41,5.91,5.92,6.4,0.29,-0.21,-0.2,1.65,1.99,2.81,3.97,13.59,6.12,1991-03-01,6.25,6.91,7.31,8.29,8.18
78.0426,77.3844,13.5,979,467250,22687,674.8,17093,10269,6824,12893.7,843.1,3332.4,2466.6,50.3,0.111053187,379.68,3.194795617,6.07,5.65,5.71,6.24,0.16,-0.26,-0.2,1.79,2.13,2.95,4.03,13.69,5.91,1991-04-01,6.12,6.25,6.91,8.15,8.29
79.4006,77.8491,12.9,1044,447000,22618,670.5,17070,10249,6821,12883.3,848.8,3343.0,2465.3,49.1,0.110148765,377.99,3.211725178,5.92,5.46,5.61,6.13,0.14,-0.32,-0.17,1.92,2.29,3.08,4.08,13.63,5.78,1991-05-01,5.91,6.12,6.25,8.13,8.15
80.3705,78.4948,13.7,1109,428600,22572,667.5,17044,10213,6831,12878.2,856.7,3351.9,2464.6,50.4,0.108774303,378.29,3.211821618,6.11,5.57,5.75,6.36,0.21,-0.33,-0.15,2.04,2.38,3.11,4.06,13.62,5.9,1991-06-01,5.78,5.91,6.12,8.2,8.13
80.1801,78.8377,13.8,1108,418250,22507,661.4,17015,10195,6820,12868.7,861.6,3356.1,2464.1,50.7,0.108179143,380.23,3.206822187,6.05,5.58,5.7,6.31,0.23,-0.24,-0.12,2.09,2.45,3.18,4.07,13.63,5.82,1991-07-01,5.9,5.78,5.91,8.11,8.2
80.1663,78.853,13.9,1168,431600,22492,655.1,17025,10179,6846,12862.9,866.8,3355.0,2456.1,50.6,0.106908069,389.4,3.142449923,5.72,5.33,5.39,5.78,0.06,-0.33,-0.27,1.77,2.24,3.09,3.99,13.63,5.66,1991-08-01,5.82,5.9,5.78,7.81,8.11
81.3306,79.558,14.0,1191,424500,22466,649.0,17010,10161,6849,12851.0,869.7,3354.9,2448.8,51.1,0.105431705,387.2,3.171487603,5.57,5.22,5.25,5.57,0.12,-0.23,-0.2,1.69,2.2,3.16,4.06,13.65,5.45,1991-09-01,5.66,5.82,5.9,7.31,7.81
