date,rf_forecast
2025-03-31,4.0904
2025-04-30,4.0722
2025-05-31,3.9726999999999997
2025-06-30,3.9447999999999994
2025-07-31,3.9132999999999987
2025-08-31,3.7211999999999983
2025-09-30,3.6086999999999985
2025-10-31,3.5728999999999984
2025-11-30,3.5509999999999993
2025-12-31,3.5416999999999983
2026-01-31,3.533399999999998
2026-02-28,3.431399999999999
